event_id,timestamp,session_id,anonymous_or_synthetic_member_id,channel,device_type,event_name,page_or_feature,outcome,duration_ms,source_system
evt-00044,2025-01-06T14:17:00Z,d01-app-08,synthetic-member-d01-app-08,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider
evt-00045,2025-01-06T14:18:00Z,d01-app-08,synthetic-member-d01-app-08,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00046,2025-01-06T14:19:00Z,d01-app-08,synthetic-member-d01-app-08,mobile,phone,application_submitted,account_opening,success,800,account_opening
evt-00047,2025-01-06T14:20:00Z,d01-app-08,synthetic-member-d01-app-08,mobile,phone,application_completed,account_opening,success,1100,account_opening
evt-00048,2025-01-06T15:40:00Z,d01-service,synthetic-member-d01-service,web,desktop,login_success,login,success,380,harbor_api
evt-00049,2025-01-06T15:41:00Z,d01-service,synthetic-member-d01-service,web,desktop,account_view,checking_summary,success,310,harbor_api
evt-00050,2025-01-07T09:00:00Z,d02-app-01,synthetic-member-d02-app-01,web,desktop,page_view,account_opening,success,420,member_web
evt-00051,2025-01-07T09:01:00Z,d02-app-01,synthetic-member-d02-app-01,web,desktop,application_started,account_opening,success,900,account_opening
evt-00052,2025-01-07T09:02:00Z,d02-app-01,synthetic-member-d02-app-01,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00053,2025-01-07T09:03:00Z,d02-app-01,synthetic-member-d02-app-01,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00054,2025-01-07T09:04:00Z,d02-app-01,synthetic-member-d02-app-01,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00055,2025-01-07T09:05:00Z,d02-app-01,synthetic-member-d02-app-01,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00056,2025-01-07T09:45:00Z,d02-app-02,synthetic-member-d02-app-02,web,desktop,page_view,account_opening,success,420,member_web
evt-00058,2025-01-07T09:47:00Z,d02-app-02,synthetic-member-d02-app-02,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00059,2025-01-07T09:48:00Z,d02-app-02,synthetic-member-d02-app-02,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00060,2025-01-07T09:49:00Z,d02-app-02,synthetic-member-d02-app-02,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00061,2025-01-07T09:50:00Z,d02-app-02,synthetic-member-d02-app-02,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00062,2025-01-07T10:30:00Z,d02-app-03,synthetic-member-d02-app-03,web,desktop,page_view,account_opening,success,420,member_web
evt-00063,2025-01-07T10:31:00Z,d02-app-03,synthetic-member-d02-app-03,web,desktop,application_started,account_opening,success,900,account_opening
evt-00064,2025-01-07T10:32:00Z,d02-app-03,synthetic-member-d02-app-03,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00065,2025-01-07T10:33:00Z,d02-app-03,synthetic-member-d02-app-03,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00066,2025-01-07T10:34:00Z,d02-app-03,synthetic-member-d02-app-03,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00067,2025-01-07T10:35:00Z,d02-app-03,synthetic-member-d02-app-03,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00068,2025-01-07T11:15:00Z,d02-app-04,synthetic-member-d02-app-04,web,desktop,page_view,account_opening,success,420,member_web
evt-00069,2025-01-07T11:16:00Z,d02-app-04,synthetic-member-d02-app-04,web,desktop,application_started,account_opening,success,900,account_opening
evt-00070,2025-01-07T11:17:00Z,d02-app-04,synthetic-member-d02-app-04,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00071,2025-01-07T11:18:00Z,d02-app-04,synthetic-member-d02-app-04,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00072,2025-01-07T11:19:00Z,d02-app-04,synthetic-member-d02-app-04,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00073,2025-01-07T11:20:00Z,d02-app-04,synthetic-member-d02-app-04,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00074,2025-01-07T12:00:00Z,d02-app-05,synthetic-member-d02-app-05,web,desktop,page_view,account_opening,success,420,member_web
evt-00075,2025-01-07T12:01:00Z,d02-app-05,synthetic-member-d02-app-05,web,desktop,application_started,account_opening,success,900,account_opening
evt-00076,2025-01-07T12:02:00Z,d02-app-05,synthetic-member-d02-app-05,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00077,2025-01-07T12:03:00Z,d02-app-05,synthetic-member-d02-app-05,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00078,2025-01-07T12:04:00Z,d02-app-05,synthetic-member-d02-app-05,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00079,2025-01-07T12:05:00Z,d02-app-05,synthetic-member-d02-app-05,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00080,2025-01-07T12:45:00Z,d02-app-06,synthetic-member-d02-app-06,mobile,phone,page_view,account_opening,success,420,mobile_app
evt-00081,2025-01-07T12:46:00Z,d02-app-06,synthetic-member-d02-app-06,mobile,phone,application_started,account_opening,success,900,account_opening
evt-00082,2025-01-07T12:47:00Z,d02-app-06,synthetic-member-d02-app-06,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider
evt-00083,2025-01-07T12:48:00Z,d02-app-06,synthetic-member-d02-app-06,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00084,2025-01-07T12:49:00Z,d02-app-06,synthetic-member-d02-app-06,mobile,phone,application_submitted,account_opening,success,800,account_opening
evt-00085,2025-01-07T12:50:00Z,d02-app-06,synthetic-member-d02-app-06,mobile,phone,application_completed,account_opening,success,1100,account_opening
evt-00086,2025-01-07T13:30:00Z,d02-app-07,synthetic-member-d02-app-07,mobile,phone,page_view,account_opening,success,420,mobile_app
evt-00087,2025-01-07T13:31:00Z,d02-app-07,synthetic-member-d02-app-07,mobile,phone,application_started,account_opening,success,900,account_opening
evt-00088,2025-01-07T13:32:00Z,d02-app-07,synthetic-member-d02-app-07,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider
evt-00089,2025-01-07T13:33:00Z,d02-app-07,synthetic-member-d02-app-07,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00090,2025-01-07T13:34:00Z,d02-app-07,synthetic-member-d02-app-07,mobile,phone,application_submitted,account_opening,success,800,account_opening
evt-00091,2025-01-07T13:35:00Z,d02-app-07,synthetic-member-d02-app-07,mobile,phone,application_completed,account_opening,success,1100,account_opening
evt-00092,2025-01-07T14:15:00Z,d02-app-08,synthetic-member-d02-app-08,mobile,phone,page_view,account_opening,success,420,mobile_app
evt-00093,2025-01-07T14:16:00Z,d02-app-08,synthetic-member-d02-app-08,mobile,phone,application_started,account_opening,success,900,account_opening
evt-00094,2025-01-07T14:17:00Z,d02-app-08,synthetic-member-d02-app-08,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider
evt-00095,2025-01-07T14:18:00Z,d02-app-08,synthetic-member-d02-app-08,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00096,2025-01-07T14:19:00Z,d02-app-08,synthetic-member-d02-app-08,mobile,phone,application_submitted,account_opening,success,800,account_opening
evt-00097,2025-01-07T14:20:00Z,d02-app-08,synthetic-member-d02-app-08,mobile,phone,application_completed,account_opening,success,1100,account_opening
evt-00098,2025-01-07T15:40:00Z,d02-service,synthetic-member-d02-service,mobile,phone,login_success,login,success,380,harbor_api
evt-00099,2025-01-07T15:41:00Z,d02-service,synthetic-member-d02-service,mobile,phone,account_view,checking_summary,success,310,harbor_api
evt-00100,2025-01-08T09:00:00Z,d03-app-01,synthetic-member-d03-app-01,web,desktop,page_view,account_opening,success,420,member_web
evt-00101,2025-01-08T09:01:00Z,d03-app-01,synthetic-member-d03-app-01,web,desktop,application_started,account_opening,success,900,account_opening
evt-00102,2025-01-08T09:02:00Z,d03-app-01,synthetic-member-d03-app-01,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00103,2025-01-08T09:03:00Z,d03-app-01,synthetic-member-d03-app-01,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00104,2025-01-08T09:04:00Z,d03-app-01,synthetic-member-d03-app-01,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00105,2025-01-08T09:05:00Z,d03-app-01,synthetic-member-d03-app-01,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00106,2025-01-08T09:45:00Z,d03-app-02,synthetic-member-d03-app-02,web,desktop,page_view,account_opening,success,420,member_web
evt-00107,2025-01-08T09:46:00Z,d03-app-02,synthetic-member-d03-app-02,web,desktop,application_started,account_opening,success,900,account_opening
evt-00108,2025-01-08T09:47:00Z,d03-app-02,synthetic-member-d03-app-02,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00109,2025-01-08T09:48:00Z,d03-app-02,synthetic-member-d03-app-02,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00110,2025-01-08T09:49:00Z,d03-app-02,synthetic-member-d03-app-02,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00111,2025-01-08T09:50:00Z,d03-app-02,synthetic-member-d03-app-02,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00112,2025-01-08T10:30:00Z,d03-app-03,synthetic-member-d03-app-03,web,desktop,page_view,account_opening,success,420,member_web
evt-00113,2025-01-08T10:31:00Z,d03-app-03,synthetic-member-d03-app-03,web,desktop,application_started,account_opening,success,900,account_opening
evt-00114,2025-01-08T10:32:00Z,d03-app-03,synthetic-member-d03-app-03,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00115,2025-01-08T10:33:00Z,d03-app-03,synthetic-member-d03-app-03,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00116,2025-01-08T10:34:00Z,d03-app-03,synthetic-member-d03-app-03,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00117,2025-01-01T00:00:00Z,d03-app-03,synthetic-member-d03-app-03,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00118,2025-01-08T11:15:00Z,d03-app-04,synthetic-member-d03-app-04,web,desktop,page_view,account_opening,success,420,member_web
evt-00119,2025-01-08T11:16:00Z,d03-app-04,synthetic-member-d03-app-04,web,desktop,application_started,account_opening,success,900,account_opening
evt-00120,2025-01-08T11:17:00Z,d03-app-04,synthetic-member-d03-app-04,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00121,2025-01-08T11:18:00Z,d03-app-04,synthetic-member-d03-app-04,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00122,2025-01-08T11:19:00Z,d03-app-04,synthetic-member-d03-app-04,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00123,2025-01-08T11:20:00Z,d03-app-04,synthetic-member-d03-app-04,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00124,2025-01-08T12:00:00Z,d03-app-05,synthetic-member-d03-app-05,web,desktop,page_view,account_opening,success,420,member_web
evt-00125,2025-01-08T12:01:00Z,d03-app-05,synthetic-member-d03-app-05,web,desktop,application_started,account_opening,success,900,account_opening
evt-00126,2025-01-08T12:02:00Z,d03-app-05,synthetic-member-d03-app-05,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00127,2025-01-08T12:03:00Z,d03-app-05,synthetic-member-d03-app-05,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00128,2025-01-08T12:04:00Z,d03-app-05,synthetic-member-d03-app-05,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00129,2025-01-08T12:05:00Z,d03-app-05,synthetic-member-d03-app-05,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00130,2025-01-08T12:45:00Z,d03-app-06,synthetic-member-d03-app-06,mobile,phone,page_view,account_opening,success,420,mobile_app
evt-00131,2025-01-08T12:46:00Z,d03-app-06,synthetic-member-d03-app-06,mobile,phone,application_started,account_opening,success,900,account_opening
evt-00132,2025-01-08T12:47:00Z,d03-app-06,synthetic-member-d03-app-06,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider
evt-00133,2025-01-08T12:48:00Z,d03-app-06,synthetic-member-d03-app-06,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00134,2025-01-08T12:49:00Z,d03-app-06,synthetic-member-d03-app-06,mobile,phone,application_submitted,account_opening,success,800,account_opening
evt-00135,2025-01-08T12:50:00Z,d03-app-06,synthetic-member-d03-app-06,mobile,phone,application_completed,account_opening,success,1100,account_opening
evt-00136,2025-01-08T13:30:00Z,d03-app-07,synthetic-member-d03-app-07,mobile,phone,page_view,account_opening,success,420,mobile_app
evt-00137,2025-01-08T13:31:00Z,d03-app-07,synthetic-member-d03-app-07,mobile,phone,application_started,account_opening,success,900,account_opening
evt-00138,2025-01-08T13:32:00Z,d03-app-07,synthetic-member-d03-app-07,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider
evt-00139,2025-01-08T13:33:00Z,d03-app-07,synthetic-member-d03-app-07,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00140,2025-01-08T13:34:00Z,d03-app-07,synthetic-member-d03-app-07,mobile,phone,application_submitted,account_opening,success,800,account_opening
evt-00141,2025-01-08T13:35:00Z,d03-app-07,synthetic-member-d03-app-07,mobile,phone,application_completed,account_opening,success,1100,account_opening
evt-00142,2025-01-08T14:15:00Z,d03-app-08,synthetic-member-d03-app-08,mobile,phone,page_view,account_opening,success,420,mobile_app
evt-00143,2025-01-08T14:16:00Z,d03-app-08,synthetic-member-d03-app-08,mobile,phone,application_started,account_opening,success,900,account_opening
evt-00144,2025-01-08T14:17:00Z,d03-app-08,synthetic-member-d03-app-08,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider
evt-00145,2025-01-08T14:18:00Z,d03-app-08,synthetic-member-d03-app-08,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00146,2025-01-08T14:19:00Z,d03-app-08,synthetic-member-d03-app-08,mobile,phone,application_submitted,account_opening,success,800,account_opening
evt-00147,2025-01-08T14:20:00Z,d03-app-08,synthetic-member-d03-app-08,mobile,phone,application_completed,account_opening,success,1100,account_opening
evt-00148,2025-01-08T15:40:00Z,d03-service,synthetic-member-d03-service,web,desktop,login_success,login,success,380,harbor_api
evt-00149,2025-01-08T15:41:00Z,d03-service,synthetic-member-d03-service,web,desktop,account_view,checking_summary,success,310,harbor_api
evt-00150,2025-01-09T09:00:00Z,d04-app-01,synthetic-member-d04-app-01,web,desktop,page_view,account_opening,success,420,member_web
evt-00151,2025-01-09T09:01:00Z,d04-app-01,synthetic-member-d04-app-01,web,desktop,application_started,account_opening,success,900,account_opening
evt-00152,2025-01-09T09:02:00Z,d04-app-01,synthetic-member-d04-app-01,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00153,2025-01-09T09:03:00Z,d04-app-01,synthetic-member-d04-app-01,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00154,2025-01-09T09:04:00Z,d04-app-01,synthetic-member-d04-app-01,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00155,2025-01-09T09:05:00Z,d04-app-01,synthetic-member-d04-app-01,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00156,2025-01-09T09:45:00Z,d04-app-02,synthetic-member-d04-app-02,web,desktop,page_view,account_opening,success,420,member_web
evt-00157,2025-01-09T09:46:00Z,d04-app-02,synthetic-member-d04-app-02,web,desktop,application_started,account_opening,success,900,account_opening
evt-00158,2025-01-09T09:47:00Z,d04-app-02,synthetic-member-d04-app-02,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00159,2025-01-09T09:48:00Z,d04-app-02,synthetic-member-d04-app-02,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00160,2025-01-09T09:49:00Z,d04-app-02,synthetic-member-d04-app-02,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00161,2025-01-09T09:50:00Z,d04-app-02,synthetic-member-d04-app-02,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00162,2025-01-09T10:30:00Z,d04-app-03,synthetic-member-d04-app-03,web,desktop,page_view,account_opening,success,420,member_web
evt-00163,2025-01-09T10:31:00Z,d04-app-03,synthetic-member-d04-app-03,web,desktop,application_started,account_opening,success,900,account_opening
evt-00164,2025-01-09T10:32:00Z,d04-app-03,synthetic-member-d04-app-03,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00165,2025-01-09T10:33:00Z,d04-app-03,synthetic-member-d04-app-03,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00166,2025-01-09T10:34:00Z,d04-app-03,synthetic-member-d04-app-03,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00167,2025-01-09T10:35:00Z,d04-app-03,synthetic-member-d04-app-03,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00168,2025-01-09T11:15:00Z,d04-app-04,synthetic-member-d04-app-04,web,desktop,page_view,account_opening,success,420,member_web
evt-00169,2025-01-09T11:16:00Z,d04-app-04,synthetic-member-d04-app-04,web,desktop,application_started,account_opening,success,900,account_opening
evt-00170,2025-01-09T11:17:00Z,d04-app-04,synthetic-member-d04-app-04,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00171,2025-01-09T11:18:00Z,d04-app-04,synthetic-member-d04-app-04,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00172,2025-01-09T11:19:00Z,d04-app-04,synthetic-member-d04-app-04,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00173,2025-01-09T11:20:00Z,d04-app-04,synthetic-member-d04-app-04,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00174,2025-01-09T12:00:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,page_view,account_opening,success,420,member_web
evt-00175,2025-01-09T12:01:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,application_started,account_opening,success,900,account_opening
evt-00176,2025-01-09T12:02:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
evt-00177,2025-01-09T12:03:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00178,2025-01-09T12:04:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,application_submitted,account_opening,success,800,account_opening
evt-00179,2025-01-09T12:05:00Z,d04-app-05,synthetic-member-d04-app-05,web,desktop,application_completed,account_opening,success,1100,account_opening
evt-00180,2025-01-09T12:45:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,page_view,account_opening,success,420,mobile_app
evt-00181,2025-01-09T12:46:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,application_started,account_opening,success,900,account_opening
evt-00182,2025-01-09T12:47:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider
evt-00183,2025-01-09T12:48:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00184,2025-01-09T12:49:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,application_submitted,account_opening,success,800,account_opening
evt-00185,2025-01-09T12:50:00Z,d04-app-06,synthetic-member-d04-app-06,mobile,phone,application_completed,account_opening,success,1100,account_opening
evt-00186,2025-01-09T13:30:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,page_view,account_opening,success,420,mobile_app
evt-00187,2025-01-09T13:31:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,application_started,account_opening,success,900,account_opening
evt-00188,2025-01-09T13:32:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider
evt-00189,2025-01-09T13:33:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00190,2025-01-09T13:34:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,application_submitted,account_opening,success,800,account_opening
evt-00191,2025-01-09T13:35:00Z,d04-app-07,synthetic-member-d04-app-07,mobile,phone,application_completed,account_opening,success,1100,account_opening
evt-00192,2025-01-09T14:15:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,page_view,account_opening,success,420,mobile_app
evt-00193,2025-01-09T14:16:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,application_started,account_opening,success,900,account_opening
evt-00194,2025-01-09T14:17:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,identity_verification_started,identity_verification,success,700,identity_provider
evt-00195,2025-01-09T14:18:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,identity_verification_completed,identity_verification,success,1500,identity_provider
evt-00196,2025-01-09T14:19:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,application_submitted,account_opening,success,800,account_opening
evt-00197,2025-01-09T14:20:00Z,d04-app-08,synthetic-member-d04-app-08,mobile,phone,application_completed,account_opening,success,1100,account_opening
evt-00198,2025-01-09T15:40:00Z,d04-service,synthetic-member-d04-service,mobile,phone,login_success,login,success,380,harbor_api
evt-00199,2025-01-09T15:41:00Z,d04-service,synthetic-member-d04-service,mobile,phone,account_view,checking_summary,success,310,harbor_api
evt-00200,2025-01-10T09:00:00Z,d05-app-01,synthetic-member-d05-app-01,web,desktop,page_view,account_opening,success,420,member_web
evt-00201,2025-01-10T09:01:00Z,d05-app-01,synthetic-member-d05-app-01,web,desktop,application_started,account_opening,success,900,account_opening
evt-00202,2025-01-10T09:02:00Z,d05-app-01,synthetic-member-d05-app-01,web,desktop,identity_verification_started,identity_verification,success,700,identity_provider
